Bugged;NumberOfCoupledClasses;NumberOfInheritedMethods;NumberPublicMethods;NumberOfAncestors;NumberUserDefinedAttributes;NumberOfPrivateAttributes;NumberOfSubclasses;NumberOfMethods_Mood;NumberOfPolymorphicMethods;NumberOfAttributes;NumberOfProtectedAttributes;Cohesion;NumberOfPublicAttributes
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;5.0;0.0;0.45;2.0
False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;5.0;0.0;0.45;2.0
False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;5.0;0.0;0.45;2.0
False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;5.0;0.0;0.45;2.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;0.0;3.0;0.0;0.5;2.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;0.0;3.0;0.0;0.5;2.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0
False;0.0;0.0;9.0;0.0;1.0;7.0;0.0;18.0;10.0;9.0;0.0;0.15384615384615385;2.0
False;0.0;0.0;9.0;0.0;1.0;7.0;0.0;18.0;10.0;9.0;0.0;0.15384615384615385;2.0
False;0.0;0.0;9.0;0.0;1.0;7.0;0.0;18.0;10.0;9.0;0.0;0.15384615384615385;2.0
False;1.0;0.0;4.0;0.0;0.0;5.0;0.0;5.0;4.0;5.0;0.0;0.2;0.0
False;0.0;0.0;3.0;0.0;0.0;5.0;0.0;3.0;2.0;5.0;0.0;0.0;0.0
False;0.0;0.0;10.0;0.0;0.0;10.0;0.0;10.0;9.0;11.0;0.0;0.0;1.0
False;0.0;0.0;4.0;0.0;0.0;5.0;0.0;4.0;4.0;5.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;5.0;0.0;3.0;3.0;5.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;13.0;0.0;6.0;6.0;13.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;8.0;6.0;3.0;0.0;0.16666666666666666;3.0
False;0.0;0.0;4.0;0.0;0.0;8.0;0.0;4.0;4.0;8.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;8.0;0.0;4.0;4.0;8.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;7.0;0.0;1.0;1.0;7.0;0.0;0.0;0.0
True;0.0;0.0;4.0;0.0;0.0;7.0;0.0;4.0;4.0;7.0;0.0;0.0;0.0
True;0.0;0.0;4.0;0.0;0.0;7.0;0.0;4.0;4.0;7.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;4.0;0.0;2.0;2.0;4.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.5;0.0
False;0.0;0.0;3.0;0.0;0.0;8.0;0.0;3.0;3.0;9.0;0.0;0.0;1.0
False;0.0;0.0;3.0;0.0;0.0;8.0;0.0;3.0;3.0;9.0;0.0;0.0;1.0
False;0.0;0.0;5.0;0.0;0.0;3.0;0.0;5.0;5.0;3.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;3.0;0.0;5.0;5.0;3.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;9.0;0.0;6.0;6.0;9.0;0.0;0.16666666666666666;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
True;1.0;0.0;7.0;0.0;0.0;9.0;0.0;18.0;5.0;19.0;3.0;0.2469135802469136;7.0
True;1.0;0.0;7.0;0.0;0.0;9.0;0.0;18.0;5.0;19.0;3.0;0.2469135802469136;7.0
False;0.0;0.0;23.0;0.0;0.0;10.0;0.0;23.0;23.0;10.0;0.0;0.11304347826086955;0.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;2.0;1.0;0.0;0.25;1.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
False;0.0;0.0;10.0;0.0;0.0;6.0;0.0;10.0;9.0;6.0;0.0;0.1;0.0
False;0.0;0.0;17.0;0.0;0.0;0.0;0.0;18.0;17.0;7.0;0.0;0.0925925925925926;7.0
False;0.0;0.0;8.0;0.0;0.0;4.0;0.0;8.0;8.0;4.0;0.0;0.125;0.0
False;0.0;0.0;8.0;0.0;0.0;2.0;0.0;9.0;8.0;5.0;0.0;0.1111111111111111;3.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;3.0;0.5;0.0
False;0.0;0.0;3.0;0.0;0.0;4.0;0.0;5.0;4.0;5.0;1.0;0.2;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;10.0;0.0;0.0;4.0;0.0;10.0;10.0;6.0;1.0;0.125;1.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;11.0;0.0;0.0;2.0;0.0;11.0;10.0;7.0;3.0;0.14285714285714285;2.0
False;0.0;0.0;8.0;0.0;0.0;5.0;0.0;8.0;8.0;5.0;0.0;0.25;0.0
True;0.0;0.0;10.0;0.0;0.0;5.0;0.0;13.0;10.0;11.0;6.0;0.1;0.0
False;2.0;0.0;9.0;0.0;2.0;2.0;0.0;11.0;9.0;2.0;0.0;0.1590909090909091;0.0
False;2.0;0.0;9.0;0.0;2.0;2.0;0.0;11.0;9.0;2.0;0.0;0.1590909090909091;0.0
False;2.0;0.0;9.0;0.0;2.0;2.0;0.0;11.0;9.0;2.0;0.0;0.1590909090909091;0.0
False;2.0;0.0;9.0;0.0;2.0;2.0;0.0;11.0;9.0;2.0;0.0;0.1590909090909091;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;4.0;0.0;1.0;2.0;0.0;4.0;4.0;2.0;0.0;0.25;0.0
False;1.0;0.0;4.0;0.0;1.0;2.0;0.0;4.0;4.0;2.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;8.0;0.0;0.0;2.0;0.0;13.0;8.0;4.0;0.0;0.27472527472527475;2.0
False;0.0;0.0;7.0;0.0;0.0;4.0;0.0;7.0;7.0;4.0;0.0;0.3928571428571429;0.0
False;0.0;0.0;7.0;0.0;0.0;2.0;0.0;7.0;7.0;2.0;0.0;0.14285714285714285;0.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;3.0;5.0;0.0;1.0;4.0
False;0.0;0.0;6.0;0.0;0.0;7.0;0.0;9.0;6.0;7.0;0.0;0.1111111111111111;0.0
False;0.0;0.0;8.0;0.0;0.0;10.0;0.0;9.0;6.0;14.0;0.0;0.1111111111111111;4.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;1.0;1.0;0.0;0.5;0.0
True;4.0;0.0;50.0;0.0;0.0;5.0;0.0;53.0;50.0;7.0;0.0;0.06568832983927324;2.0
True;4.0;0.0;50.0;0.0;0.0;5.0;0.0;53.0;50.0;7.0;0.0;0.06568832983927324;2.0
True;4.0;0.0;50.0;0.0;0.0;5.0;0.0;53.0;50.0;7.0;0.0;0.06568832983927324;2.0
True;4.0;0.0;50.0;0.0;0.0;5.0;0.0;53.0;50.0;7.0;0.0;0.06568832983927324;2.0
True;4.0;0.0;50.0;0.0;0.0;5.0;0.0;53.0;50.0;7.0;0.0;0.06568832983927324;2.0
True;4.0;0.0;50.0;0.0;0.0;5.0;0.0;53.0;50.0;7.0;0.0;0.06568832983927324;2.0
True;4.0;0.0;50.0;0.0;0.0;5.0;0.0;53.0;50.0;7.0;0.0;0.06568832983927324;2.0
True;4.0;0.0;50.0;0.0;0.0;5.0;0.0;53.0;50.0;7.0;0.0;0.06568832983927324;2.0
True;4.0;0.0;50.0;0.0;0.0;5.0;0.0;53.0;50.0;7.0;0.0;0.06568832983927324;2.0
True;4.0;0.0;50.0;0.0;0.0;5.0;0.0;53.0;50.0;7.0;0.0;0.06568832983927324;2.0
False;0.0;0.0;10.0;0.0;0.0;5.0;0.0;10.0;10.0;5.0;0.0;0.15;0.0
True;0.0;0.0;9.0;0.0;0.0;3.0;0.0;12.0;11.0;5.0;0.0;0.15;2.0
True;0.0;0.0;9.0;0.0;0.0;3.0;0.0;12.0;11.0;5.0;0.0;0.15;2.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.4666666666666667;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;9.0;0.0;0.0;1.0;0.0;9.0;9.0;1.0;0.0;0.1851851851851852;0.0
False;0.0;0.0;9.0;0.0;0.0;1.0;0.0;9.0;9.0;1.0;0.0;0.1851851851851852;0.0
False;0.0;0.0;9.0;0.0;0.0;1.0;0.0;9.0;9.0;1.0;0.0;0.1851851851851852;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.25;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;7.0;0.0;0.0;3.0;0.0;7.0;7.0;3.0;0.0;0.42857142857142855;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.25;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;8.0;0.0;0.0;4.0;0.0;8.0;8.0;4.0;0.0;0.25;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.25;0.0
False;0.0;0.0;10.0;0.0;1.0;5.0;0.0;10.0;10.0;5.0;0.0;0.12;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;16.0;0.0;0.0;7.0;0.0;16.0;16.0;7.0;0.0;0.15;0.0
True;0.0;0.0;6.0;0.0;0.0;3.0;0.0;6.0;6.0;3.0;0.0;0.16666666666666666;0.0
False;0.0;0.0;11.0;0.0;0.0;4.0;0.0;11.0;11.0;4.0;0.0;0.1590909090909091;0.0
True;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;11.0;0.0;0.0;0.0;0.0;12.0;11.0;4.0;0.0;0.16666666666666666;4.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;10.0;5.0;0.0;0.175;5.0
False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;8.0;4.0;0.0;0.25;4.0
True;0.0;0.0;12.0;0.0;0.0;1.0;0.0;15.0;8.0;3.0;0.0;0.14285714285714285;2.0
True;0.0;0.0;12.0;0.0;0.0;1.0;0.0;15.0;8.0;3.0;0.0;0.14285714285714285;2.0
False;0.0;0.0;18.0;0.0;0.0;1.0;0.0;18.0;17.0;3.0;0.0;0.12962962962962962;2.0
True;0.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;5.0;25.0;2.0;0.0;23.0
True;0.0;0.0;8.0;0.0;0.0;5.0;0.0;9.0;8.0;5.0;0.0;0.1111111111111111;0.0
False;0.0;0.0;12.0;0.0;0.0;0.0;0.0;15.0;10.0;5.0;5.0;0.2416666666666667;0.0
False;0.0;0.0;12.0;0.0;0.0;0.0;0.0;15.0;10.0;5.0;5.0;0.2416666666666667;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.6666666666666666;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.6666666666666666;0.0
False;1.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;7.0;0.0;0.2083333333333333;7.0
False;1.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;7.0;0.0;0.2083333333333333;7.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;4.0;0.0;1.0;0.0;0.0;4.0;4.0;2.0;0.0;0.25;2.0
False;1.0;0.0;4.0;0.0;1.0;0.0;0.0;4.0;4.0;2.0;0.0;0.25;2.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;1.0;2.0;0.0;0.25;2.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;12.0;0.0;0.0;0.0;0.0;15.0;11.0;6.0;1.0;0.13333333333333333;5.0
False;0.0;0.0;12.0;0.0;0.0;0.0;0.0;15.0;11.0;6.0;1.0;0.13333333333333333;5.0
False;3.0;0.0;24.0;0.0;2.0;9.0;0.0;24.0;24.0;10.0;1.0;0.07552083333333333;0.0
False;3.0;0.0;24.0;0.0;2.0;9.0;0.0;24.0;24.0;10.0;1.0;0.07552083333333333;0.0
False;0.0;0.0;5.0;0.0;0.0;2.0;0.0;5.0;5.0;3.0;0.0;0.2;1.0
False;0.0;0.0;7.0;0.0;0.0;2.0;0.0;8.0;8.0;5.0;3.0;0.125;0.0
False;0.0;0.0;5.0;0.0;0.0;4.0;0.0;5.0;5.0;5.0;0.0;0.2;1.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;2.0
False;1.0;0.0;7.0;0.0;1.0;7.0;0.0;7.0;7.0;7.0;0.0;0.2380952380952381;0.0
False;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.7857142857142857;0.0
False;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.7857142857142857;0.0
False;1.0;0.0;7.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;0.25;1.0
True;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0
True;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0
True;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;0.0;0.5;1.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;0.0;0.5;1.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;0.0;0.5;1.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;0.0;0.5;1.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;3.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;3.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;3.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;3.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;3.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;9.0;8.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;9.0;8.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;9.0;8.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;9.0;8.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;9.0;8.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;9.0;8.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;9.0;8.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;9.0;8.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;9.0;8.0;0.5;0.0
True;0.0;0.0;16.0;0.0;0.0;4.0;0.0;17.0;15.0;9.0;0.0;0.05882352941176471;5.0
False;0.0;0.0;14.0;0.0;0.0;0.0;0.0;19.0;11.0;8.0;0.0;0.15789473684210525;8.0
False;0.0;0.0;9.0;0.0;0.0;14.0;0.0;9.0;6.0;14.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.0;0.0
False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;9.0;8.0;2.0;0.0;0.1111111111111111;2.0
False;0.0;0.0;9.0;0.0;0.0;8.0;0.0;10.0;7.0;8.0;0.0;0.1;0.0
False;0.0;0.0;13.0;0.0;0.0;0.0;0.0;13.0;13.0;6.0;0.0;0.10256410256410256;6.0
False;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;10.0;6.0;0.0;0.0;6.0
False;0.0;0.0;26.0;0.0;0.0;1.0;0.0;29.0;25.0;6.0;0.0;0.06896551724137931;5.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;8.0;8.0;8.0;8.0;0.225;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;4.0;0.0;4.0;3.0;6.0;2.0;0.3125;0.0
True;0.0;0.0;5.0;0.0;0.0;8.0;0.0;9.0;7.0;8.0;0.0;0.14814814814814814;0.0
False;0.0;0.0;4.0;0.0;0.0;6.0;0.0;5.0;4.0;6.0;0.0;0.2333333333333333;0.0
False;0.0;0.0;4.0;0.0;0.0;6.0;0.0;5.0;4.0;6.0;0.0;0.2333333333333333;0.0
False;0.0;0.0;4.0;0.0;0.0;4.0;0.0;4.0;4.0;4.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;6.0;3.0;3.0;1.0;0.2619047619047619;1.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;3.0;0.0;0.0;6.0;0.0;7.0;3.0;7.0;1.0;0.2619047619047619;0.0
False;0.0;0.0;3.0;0.0;0.0;6.0;0.0;7.0;3.0;7.0;1.0;0.2619047619047619;0.0
False;0.0;0.0;3.0;0.0;0.0;2.0;0.0;3.0;3.0;4.0;1.0;0.3333333333333333;1.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;3.0;0.0;2.0;2.0;3.0;0.0;0.5;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;3.0;0.0;2.0;2.0;4.0;0.0;0.5;1.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;6.0;3.0;4.0;1.0;0.2916666666666667;2.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;2.0;0.0;0.25;1.0
False;1.0;0.0;20.0;0.0;1.0;15.0;0.0;52.0;6.0;19.0;0.0;0.061538461538461535;4.0
False;1.0;0.0;20.0;0.0;1.0;15.0;0.0;52.0;6.0;19.0;0.0;0.061538461538461535;4.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;2.0;0.0;23.0;6.0;18.0;2.0;0.25;14.0
False;0.0;0.0;5.0;0.0;0.0;2.0;0.0;23.0;6.0;18.0;2.0;0.25;14.0
False;0.0;0.0;23.0;0.0;0.0;0.0;0.0;30.0;29.0;18.0;13.0;0.14444444444444446;5.0
False;0.0;0.0;23.0;0.0;0.0;0.0;0.0;30.0;29.0;18.0;13.0;0.14444444444444446;5.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;5.0;1.0;0.5;3.0
False;0.0;0.0;4.0;0.0;2.0;1.0;0.0;4.0;2.0;9.0;0.0;0.375;8.0
