MethodLength_75%;CyclomaticComplexity_min;NumberOfProtectedMethod_count;NestedIfElseDepth_count;NumberOfProtectedMethod_std;ExecutableStatementCount_50%;NestedTryDepth_25%;CyclomaticComplexity_mean;NCSSForThisFile_count;BooleanExpressionComplexity_min;NestedForDepth_50%;NumberOfPublicMethods_Checkstyle_count;NumberOfMethods_Checkstyle_min;NumberOfPublicMethods_Checkstyle_min;ClassDataAbstractionCoupling_50%;ClassFanOutComplexity_min;ExecutableStatementCount_75%;NPathComplexity_min;ClassDataAbstractionCoupling_mean;AnonymousInnerClassLength_50%;AnonymousInnerClassLength_25%;NPathComplexity_mean;NCSSForThisMethod_min;NumberOfMethods_Checkstyle_count;FileLength_max;NumberOfPublicMethods_Checkstyle_mean;NumberOfPublicMethods_Checkstyle_std;NCSSForThisClass_25%;ThrowsCount_25%;MethodLength_min;ClassDataAbstractionCoupling_75%;ThrowsCount_mean;NCSSForThisClass_min;NumberOfPackageMethod_max;ExecutableStatementCount_count;CyclomaticComplexity_25%;BooleanExpressionComplexity_75%;NestedTryDepth_50%;ClassDataAbstractionCoupling_std;FileLength_count;NestedIfElseDepth_min;NestedIfElseDepth_std;NPathComplexity_count;NumberOfPackageMethod_50%;NestedIfElseDepth_max;NestedTryDepth_max;NestedTryDepth_75%;ThrowsCount_75%;ClassFanOutComplexity_std;ThrowsCount_max;NCSSForThisClass_count;NumberOfProtectedMethod_min;NestedForDepth_mean;NumberOfProtectedMethod_75%;ClassFanOutComplexity_count;ClassFanOutComplexity_max;NumberOfMethods_Checkstyle_50%;NumberOfPackageMethod_std;ThrowsCount_50%;MethodLength_25%;NumberOfPrivateMethod_count;ThrowsCount_std;ThrowsCount_min;AnonymousInnerClassLength_75%;AnonymousInnerClassLength_min;NumberOfProtectedMethod_50%;NestedForDepth_max;CyclomaticComplexity_count;NestedTryDepth_mean;NumberOfPrivateMethod_mean;NestedForDepth_75%;NCSSForThisClass_mean;NPathComplexity_25%;MethodLength_50%;NCSSForThisMethod_max;NumberOfPrivateMethod_25%;MethodLength_max;FileLength_25%;NCSSForThisMethod_25%;ExecutableStatementCount_25%;FileLength_min;AnonymousInnerClassLength_max;NCSSForThisClass_75%;NumberOfPrivateMethod_50%;FileLength_75%;ExecutableStatementCount_max;NestedIfElseDepth_75%;NestedTryDepth_min;NCSSForThisMethod_75%;Bugged;NCSSForThisMethod_count;NCSSForThisFile_25%;BooleanExpressionComplexity_mean;NCSSForThisClass_std;NumberOfPublicMethods_Checkstyle_50%;NumberOfPrivateMethod_max;NumberOfPackageMethod_25%;NCSSForThisFile_max;NumberOfPackageMethod_75%;ClassDataAbstractionCoupling_min;NCSSForThisMethod_mean;MethodLength_mean;ExecutableStatementCount_std;NestedTryDepth_count;BooleanExpressionComplexity_25%;NCSSForThisFile_50%;NPathComplexity_75%;NPathComplexity_max;BooleanExpressionComplexity_max;MethodLength_std;ClassDataAbstractionCoupling_count;NumberOfPackageMethod_min;NumberOfMethods_Checkstyle_75%;NCSSForThisFile_min;ClassDataAbstractionCoupling_25%;FileLength_50%;NumberOfMethods_Checkstyle_25%;NumberOfPackageMethod_count;NestedForDepth_25%;BooleanExpressionComplexity_50%;CyclomaticComplexity_max;NPathComplexity_50%;BooleanExpressionComplexity_std;NPathComplexity_std;ThrowsCount_count;NumberOfMethods_Checkstyle_max;NestedIfElseDepth_mean;ClassFanOutComplexity_mean;BooleanExpressionComplexity_count;NestedIfElseDepth_50%;NumberOfPrivateMethod_min;NCSSForThisClass_max;ExecutableStatementCount_mean;AnonymousInnerClassLength_mean;ClassDataAbstractionCoupling_max;NumberOfProtectedMethod_max;NCSSForThisMethod_std;MethodLength_count;NumberOfProtectedMethod_25%;NestedForDepth_count;AnonymousInnerClassLength_count;NumberOfPrivateMethod_std;NestedIfElseDepth_25%;NCSSForThisFile_mean;NumberOfMethods_Checkstyle_mean;ClassFanOutComplexity_75%;NestedTryDepth_std;ClassFanOutComplexity_50%;NestedForDepth_std;FileLength_mean;ExecutableStatementCount_min;NCSSForThisClass_50%;AnonymousInnerClassLength_std;NCSSForThisFile_std;NCSSForThisFile_75%;NCSSForThisMethod_50%;NumberOfProtectedMethod_mean;FileLength_std;NumberOfPublicMethods_Checkstyle_max;CyclomaticComplexity_50%;NumberOfPrivateMethod_75%;NumberOfMethods_Checkstyle_std;NestedForDepth_min;NumberOfPublicMethods_Checkstyle_75%;ClassFanOutComplexity_25%;NumberOfPublicMethods_Checkstyle_25%;NumberOfPackageMethod_mean;CyclomaticComplexity_std;CyclomaticComplexity_75%
3.0;1.0;14.0;14.0;0.0;1.0;0.0;1.2142857142857142;14.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;1.0;0.0;0.35714285714285715;0.0;0.0;1.0714285714285714;2.0;14.0;130.0;1.0;3.741657386773941;0.0;0.0;3.0;0.0;0.0;0.0;0.0;14.0;1.0;0.0;0.0;1.336306209562122;14.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;4.81070235442364;0.0;14.0;0.0;0.0;0.0;14.0;18.0;0.0;0.0;0.0;3.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;3.2142857142857144;1.0;3.0;5.0;0.0;7.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;True;14.0;0.0;0.0;12.026755886059098;0.0;0.0;0.0;63.0;0.0;0.0;2.357142857142857;3.4285714285714284;0.6112498455021267;14.0;0.0;0.0;1.0;3.0;0.0;1.0894095588038442;14.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;4.0;1.0;0.0;0.6157279262148819;14.0;14.0;0.0;1.2857142857142858;14.0;0.0;0.0;45.0;1.2857142857142858;0.0;5.0;0.0;0.8418973861410954;14.0;0.0;14.0;14.0;0.0;0.0;4.5;1.0;0.0;0.0;0.0;0.0;9.285714285714286;1.0;0.0;0.0;16.837458240482732;0.0;2.0;0.0;34.74396144861517;14.0;1.0;0.0;3.741657386773941;0.0;0.0;0.0;0.0;0.0;0.8017837257372731;1.0
8.0;1.0;13.0;13.0;0.0;1.0;0.0;1.5384615384615383;13.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;3.0;1.0;0.3076923076923077;0.0;0.0;1.6923076923076923;2.0;13.0;155.0;1.0;3.6055512754639887;0.0;0.0;3.0;0.0;0.0;0.0;0.0;13.0;1.0;0.0;0.0;1.1094003924504583;13.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;3.882901373576604;0.0;13.0;0.0;0.0;0.0;13.0;14.0;0.0;0.0;0.0;3.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;4.769230769230768;1.0;3.0;8.0;0.0;11.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;5.0;True;13.0;0.0;0.0;17.195706082982102;0.0;0.0;0.0;76.0;0.0;0.0;3.7692307692307687;5.153846153846153;2.4337372337779044;13.0;0.0;0.0;1.0;6.0;0.0;3.1317235362803517;13.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;5.0;1.0;0.0;1.5483655567842811;13.0;13.0;0.0;1.0769230769230769;13.0;0.0;0.0;62.0;2.6153846153846154;0.0;4.0;0.0;2.5869494955077283;13.0;0.0;13.0;13.0;0.0;0.0;5.846153846153847;1.0;0.0;0.0;0.0;0.0;11.923076923076925;1.0;0.0;0.0;21.078607456558707;0.0;2.0;0.0;42.989265207455254;13.0;1.0;0.0;3.6055512754639887;0.0;0.0;0.0;0.0;0.0;1.1982893790305562;1.0
3.0;1.0;23.0;23.0;0.0;1.0;0.0;1.2173913043478262;23.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;1.0;1.0;0.043478260869565216;0.0;0.0;1.6521739130434785;2.0;23.0;158.0;1.0;4.795831523312719;0.0;0.0;3.0;0.0;0.0;0.0;0.0;23.0;1.0;0.0;0.0;0.2085144140570748;23.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;1.6681153124565984;0.0;23.0;0.0;0.0;0.0;23.0;8.0;0.0;0.0;0.0;3.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;2.4782608695652173;1.0;3.0;10.0;0.0;15.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;False;23.0;0.0;0.08695652173913042;11.88532160125326;0.0;0.0;0.0;74.0;0.0;0.0;2.347826086956522;3.5217391304347827;1.2510864843424483;23.0;0.0;0.0;1.0;16.0;2.0;2.502172968684897;23.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;6.0;1.0;0.4170288281141496;3.1277162108561214;23.0;23.0;0.0;0.3478260869565217;23.0;0.0;0.0;57.0;1.2608695652173914;0.0;1.0;0.0;1.6681153124565982;23.0;0.0;23.0;23.0;0.0;0.0;3.217391304347826;1.0;0.0;0.0;0.0;0.0;6.869565217391305;1.0;0.0;0.0;15.430066640223535;0.0;2.0;0.0;32.945277421017806;23.0;1.0;0.0;4.795831523312719;0.0;0.0;0.0;0.0;0.0;1.0425720702853738;1.0
3.0;1.0;6.0;6.0;0.0;1.0;0.0;1.0;6.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;6.0;60.0;1.0;2.449489742783178;0.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.224744871391589;0.0;6.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.6666666666666665;1.0;3.0;2.0;0.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;False;6.0;0.0;0.0;6.531972647421807;0.0;0.0;0.0;19.0;0.0;0.0;2.0;3.0;0.0;6.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;6.0;0.0;0.5;6.0;0.0;0.0;16.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;6.0;0.0;0.0;3.1666666666666665;1.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;7.756717518813398;0.0;2.0;0.0;24.494897427831784;6.0;1.0;0.0;2.449489742783178;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.5;1.0;3.0;3.0;0.0;1.0;0.0;1.3333333333333333;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.6666666666666666;2.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;6.0;0.0;8.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;True;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.333333333333333;4.666666666666667;1.7320508075688772;3.0;0.0;0.0;1.0;2.0;0.0;2.8867513459481287;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;1.1547005383792517;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.309401076758504;3.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5773502691896257;1.5
5.5;1.0;3.0;3.0;0.0;1.0;0.0;1.3333333333333333;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.5;0.0;0.6666666666666666;0.0;0.0;0.6666666666666666;2.0;3.0;0.0;1.3333333333333333;2.309401076758504;0.0;0.0;3.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.1547005383792517;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0414518843273814;0.0;3.0;0.0;0.0;0.0;3.0;7.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;5.333333333333333;0.0;3.0;6.0;0.0;8.0;0.0;2.0;1.0;0.0;0.0;8.0;0.0;0.0;4.0;0.0;0.0;4.0;True;3.0;0.0;0.0;9.237604307034012;0.0;0.0;0.0;0.0;0.0;0.0;3.333333333333333;4.666666666666667;1.7320508075688772;3.0;0.0;0.0;1.0;2.0;0.0;2.8867513459481287;3.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;1.1547005383792517;3.0;4.0;0.0;2.333333333333333;3.0;0.0;0.0;16.0;2.0;0.0;2.0;0.0;2.309401076758504;3.0;0.0;3.0;3.0;0.0;0.0;0.0;1.3333333333333333;3.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;1.0;0.0;2.309401076758504;0.0;2.0;0.0;0.0;0.0;0.5773502691896257;1.5
9.0;2.0;1.0;1.0;0.0;5.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;2.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;9.0;6.0;0.0;9.0;0.0;6.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;6.0;True;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;9.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
11.0;3.0;1.0;1.0;0.0;4.0;0.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;4.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;11.0;6.0;0.0;11.0;0.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;6.0;True;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;11.0;0.0;1.0;0.0;0.0;4.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
7.25;2.0;2.0;2.0;0.0;3.5;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.25;2.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;5.75;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;6.5;6.0;0.0;8.0;0.0;3.75;2.75;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.25;True;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.5;6.5;2.1213203435596424;2.0;0.0;0.0;2.0;2.0;0.0;2.1213203435596424;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;2.1213203435596424;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.5;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
5.0;1.0;2.0;2.0;0.0;2.5;0.0;1.5;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.75;1.0;0.0;0.0;0.0;1.5;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;1.25;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.25;5.0;4.0;0.0;5.0;0.0;3.25;2.25;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.75;True;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;5.0;0.7071067811865476;2.0;0.0;0.0;1.75;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.5;0.0;0.7071067811865476;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.7071067811865476;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;1.75
7.0;1.0;55.0;55.0;0.0;1.0;0.0;1.490909090909091;55.0;0.0;0.0;55.0;0.0;0.0;0.0;0.0;4.0;0.0;0.6;0.0;0.0;1.6363636363636365;1.0;55.0;853.0;0.9090909090909092;3.6680438185149113;0.0;0.0;2.0;0.0;0.01818181818181818;0.0;1.0;55.0;1.0;0.0;0.0;3.5255679868114345;55.0;0.0;0.13483997249264842;55.0;0.0;1.0;0.0;0.0;0.0;5.5970170025290535;1.0;55.0;0.0;0.0;0.0;55.0;38.0;0.0;0.13483997249264842;0.0;3.0;55.0;0.13483997249264842;0.0;6.0;0.0;0.0;0.0;55.0;0.0;0.054545454545454536;0.0;9.836363636363636;1.0;3.0;14.0;0.0;18.0;0.0;2.0;1.0;0.0;8.0;0.0;0.0;0.0;11.0;0.0;0.0;5.5;True;55.0;0.0;0.0;53.15308556472056;0.0;3.0;0.0;441.0;0.0;0.0;4.054545454545455;5.618181818181819;2.3323230135919517;55.0;0.0;0.0;2.0;9.0;0.0;3.699303783801553;55.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0;5.0;1.0;0.0;1.3792595485828267;55.0;30.0;0.01818181818181818;1.5454545454545454;55.0;0.0;0.0;392.0;2.6909090909090905;1.7818181818181815;26.0;0.0;3.0271498746570784;55.0;0.0;55.0;55.0;0.4045199174779451;0.0;8.018181818181818;0.9818181818181818;0.0;0.0;0.0;0.0;15.50909090909091;1.0;0.0;2.8198431076063697;59.46442786925797;0.0;2.0;0.0;115.01849653622914;26.0;1.0;0.0;4.178830729118645;0.0;0.0;0.0;0.0;0.01818181818181818;0.9000561149734001;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;1.0;13.0;13.0;0.27735009811261463;1.0;0.0;1.1538461538461535;13.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;1.0;0.0;0.3076923076923077;0.0;0.0;0.9230769230769232;2.0;13.0;118.0;0.9230769230769232;3.3282011773513753;0.0;0.0;3.0;0.0;0.0;0.0;0.0;13.0;1.0;0.0;0.0;1.1094003924504583;13.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;4.437601569801834;0.0;13.0;0.0;0.0;0.0;13.0;16.0;0.0;0.0;0.0;3.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;2.8461538461538463;1.0;3.0;4.0;0.0;6.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;False;13.0;0.0;0.07692307692307693;10.26195363016674;0.0;0.0;0.0;55.0;0.0;0.0;2.1538461538461537;3.2307692307692313;0.5547001962252291;13.0;0.0;0.0;1.0;3.0;1.0;0.8320502943378437;13.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;3.0;1.0;0.27735009811261463;0.75955452531275;13.0;13.0;0.0;1.2307692307692308;13.0;0.0;0.0;37.0;1.1538461538461535;0.0;4.0;1.0;0.5547001962252291;13.0;0.0;13.0;13.0;0.0;0.0;4.230769230769232;1.0;0.0;0.0;0.0;0.0;9.076923076923077;1.0;0.0;0.0;15.254255396193798;0.0;2.0;0.07692307692307693;32.727311577288525;12.0;1.0;0.0;3.6055512754639887;0.0;0.0;0.0;0.0;0.0;0.5547001962252291;1.0
5.75;1.0;4.0;4.0;0.0;1.5;0.0;1.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.5;0.0;0.5;0.0;0.0;0.5;2.0;4.0;67.0;0.75;1.5;0.0;0.0;3.0;0.5;0.0;0.0;0.0;4.0;1.0;0.0;0.0;1.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;4.0;8.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;1.5;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.5;0.0;3.5;7.0;0.0;11.0;0.0;2.0;1.0;0.0;6.0;4.5;0.0;16.75;4.0;0.0;0.0;4.0;False;4.0;0.0;0.0;9.0;0.0;0.0;0.0;27.0;0.0;0.0;3.5;5.25;1.4142135623730951;4.0;0.0;0.0;1.0;1.0;0.0;3.8622100754188224;4.0;0.0;0.75;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.5;0.0;0.5773502691896257;4.0;3.0;0.0;2.0;4.0;0.0;0.0;18.0;2.0;1.5;2.0;0.0;2.3804761428476167;4.0;0.0;4.0;4.0;0.0;0.0;6.75;0.75;2.0;0.0;0.0;0.0;16.75;1.0;0.0;3.0;13.5;6.75;2.5;0.0;33.5;3.0;1.0;0.0;1.5;0.0;0.75;0.0;0.0;0.0;0.0;1.0
